settlement_name,settlement_type,hromada_name,raion_name,oblast_name,lat_center,lon_center,rank,is_center,coord_src,coord_src
Дубинка,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.787664,26.872338,3,0,settlement,settlement
Думанів,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Залісся Друге,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Карачківці,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.907318,26.537159,3,0,settlement,settlement
Киселівка,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Колубаївці,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Корчівка,село,Гуменецька,Кам’янець-Подільський,Хмельницька,49.789374,26.659051,3,0,settlement,settlement
Лисогірка,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.999533,26.667343,3,0,settlement,settlement
Малозалісся,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Нігин,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Привороття Друге,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Пудлівці,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Слобідка-Гуменецька,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Супрунківці,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.75877595,26.6191037579288,3,0,hromada,hromada
Тернавка,село,Гуменецька,Кам’янець-Подільський,Хмельницька,49.931859,26.752036,3,0,settlement,settlement
Улянівка,село,Гуменецька,Кам’янець-Подільський,Хмельницька,50.546741,27.194717,3,0,settlement,settlement
Цикова,село,Гуменецька,Кам’янець-Подільський,Хмельницька,48.898293,26.577583,3,0,settlement,settlement
Антонівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,50.255020,26.402016,3,0,settlement,settlement
Велика Кужелева,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.880830,27.101966,3,0,settlement,settlement
Велика Побійна,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.827561,27.005442,3,0,settlement,settlement
Великий Жванчик,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.761742,26.963140,3,0,settlement,settlement
Вихрівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.938604,26.920551,3,0,settlement,settlement
Воробіївка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,49.938232,26.246877,3,0,settlement,settlement
Ганнівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.935740,26.831132,3,0,settlement,settlement
Гірчична,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.909705,26.937673,3,0,settlement,settlement
Голозубинці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.834708,26.907265,3,0,settlement,settlement
Городиська,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.831837,27.079202,3,0,settlement,settlement
Гута-Блищанівська,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.778599,26.828015,3,0,settlement,settlement
Гута-Яцьковецька,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.771178,26.878438,3,0,settlement,settlement
Дем’янківці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.886649,26.8476798,3,0,hromada,hromada
Держанівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.844581,26.929794,3,0,settlement,settlement
Дубинка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.787664,26.872338,3,0,settlement,settlement
Заголосна,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.815520,27.049702,3,0,settlement,settlement
Залісці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.874460,26.731734,3,0,settlement,settlement
Заставля,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.896664,26.828339,3,0,settlement,settlement
Зеленче,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.941800,26.723074,3,0,settlement,settlement
Іванківці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,49.187723,26.256292,3,0,settlement,settlement
Катеринівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.851203,27.054346,3,0,settlement,settlement
Кривчик,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.810275,26.830135,3,0,settlement,settlement
Ксаверівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.758273,26.842541,3,0,settlement,settlement
Лисець,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.792721,27.020075,3,0,settlement,settlement
Ліпини,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.764509,26.926516,3,0,settlement,settlement
Мала Кужелівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.918870,27.050923,3,0,settlement,settlement
Мала Побіянка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.838106,27.041482,3,0,settlement,settlement
Малий Жванчик,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.726600,26.987987,3,0,settlement,settlement
Миньківці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.854007,27.107472,3,0,settlement,settlement
Млаки,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.743785,26.843206,3,0,settlement,settlement
Мушкутинці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.865998,26.904875,3,0,settlement,settlement
Нестерівці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.962389,26.776380,3,0,settlement,settlement
Панасівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.850912,26.843556,3,0,settlement,settlement
Пільний Мукарів,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.959632,26.909519,3,0,settlement,settlement
Притулівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.803534,27.097016,3,0,settlement,settlement
Рахнівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.823498,26.804399,3,0,settlement,settlement
Рачинці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.805736,26.917353,3,0,settlement,settlement
Руда-Гірчичнянська,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.901698,27.015107,3,0,settlement,settlement
Сивороги,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.856846,27.011586,3,0,settlement,settlement
Синяківці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.933450,27.022267,3,0,settlement,settlement
Січинці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.869477,26.838597,3,0,settlement,settlement
Слобідка-Гірчичнянська,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.889142,26.972186,3,0,settlement,settlement
Сокілець,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.748930,27.055388,3,0,settlement,settlement
Соснівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,49.105073,26.713848,3,0,settlement,settlement
Степок,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.928484,26.771718,3,0,settlement,settlement
Трибухівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.780754,26.903312,3,0,settlement,settlement
Чаньків,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.888431,26.783108,3,0,settlement,settlement
Чимбарівка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.735467,26.962574,3,0,settlement,settlement
Ярова Слобідка,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.951782,27.039452,3,0,settlement,settlement
Яцьківці,село,Дунаєвецька,Кам’янець-Подільський,Хмельницька,48.748151,26.901228,3,0,settlement,settlement
Бабшин,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Брага,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Вільне,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Вітківці,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Гаврилівці,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Гринчук,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Завалля,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Збруч,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Ісаківці,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Каветчина,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Кізя-Кудринецька,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Кудринці,село,Жванецька,Кам’янець-Подільський,Хмельницька,49.374152,26.778698,3,0,settlement,settlement
Ластівці,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Малинівці,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Межигір,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Мілівці,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Руда,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Слобідка-Малиновецька,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Слобідка-Рихтівська,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Сокіл,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Цвіклівці Перші,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Червона Діброва,село,Жванецька,Кам’янець-Подільський,Хмельницька,48.550991,26.488041,3,0,hromada,hromada
Боднарівка,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.194394,26.964424,3,0,settlement,settlement
Вівся,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.154939,26.314368,3,0,settlement,settlement
Вільхівці,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.080478,26.248476,3,0,settlement,settlement
Голенищеве,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.283894,27.822280,3,0,settlement,settlement
Гусятин,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.071295,26.222802,3,0,settlement,settlement
Дубівка,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.129791,26.426684,3,0,settlement,settlement
Івахнівці,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.092621,26.375327,3,0,settlement,settlement
Йосипівка,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.772057,27.598958,3,0,settlement,settlement
Кузьминчик,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.098909,26.215086,3,0,settlement,settlement
Кутківці,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.131513,26.370270,3,0,settlement,settlement
Лисогірка,село,Закупненська,Кам’янець-Подільський,Хмельницька,48.999533,26.667343,3,0,settlement,settlement
Романівка,село,Закупненська,Кам’янець-Подільський,Хмельницька,49.150962,26.208519,3,0,settlement,settlement
Рудка,село,Закупненська,Кам’янець-Подільський,Хмельницька,48.969900,26.652772,3,0,settlement,settlement
Вільховець,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.698475,27.357617,3,0,settlement,settlement
Довжок,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Зіньківці,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Княгинин,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Колибаївка,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Лісківці,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Нагоряни,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Острівчани,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Рихта,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Смотрич,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.946989,26.553409,3,0,settlement,settlement
Ходорівці,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Червона Чагарівка,село,Кам’янець-Подільська,Кам’янець-Подільський,Хмельницька,48.6879663,26.6019747,3,0,hromada,hromada
Броварі,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Вихватнівці,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Гелетина,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Демшин,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Дерев’яне,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Калачківці,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Колодіївка,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Ленівка,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Патринці,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Привітне,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Рогізна,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Субіч,село,Китайгородська,Кам’янець-Подільський,Хмельницька,48.646431,26.797029,3,0,hromada,hromada
Блищанівка,село,Маківська,Кам’янець-Подільський,Хмельницька,48.778012,26.796637,3,0,settlement,settlement
Михайлівка,село,Маківська,Кам’янець-Подільський,Хмельницька,50.241443,26.537518,3,0,settlement,settlement
Слобідка-Балинська,село,Маківська,Кам’янець-Подільський,Хмельницька,48.861304,26.651981,3,0,settlement,settlement
Слобідка-Залісецька,село,Маківська,Кам’янець-Подільський,Хмельницька,48.837993,26.727134,3,0,settlement,settlement
Слобідка-Рахнівська,село,Маківська,Кам’янець-Подільський,Хмельницька,48.819233,26.749305,3,0,settlement,settlement
Чечельник,село,Маківська,Кам’янець-Подільський,Хмельницька,48.831950,26.653113,3,0,settlement,settlement
Шатава,село,Маківська,Кам’янець-Подільський,Хмельницька,48.774782,26.704722,3,0,settlement,settlement
Варварівка,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.950717,26.984457,3,0,settlement,settlement
Гамарня,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.970687,27.109197,3,0,settlement,settlement
Гута-Морозівська,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.956935,27.057643,3,0,settlement,settlement
Лошківці,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,49.042597,26.867856,3,0,settlement,settlement
Малий Карабчіїв,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,49.056567,26.699224,3,0,settlement,settlement
Маліївці,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.994414,26.983047,3,0,settlement,settlement
Міцівці,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,49.005012,26.890808,3,0,settlement,settlement
Морозів,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.968333,27.071010,3,0,settlement,settlement
Підлісний Мукарів,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.971521,26.943233,3,0,settlement,settlement
Слобідка-Малієвецька,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.984003,27.016320,3,0,settlement,settlement
Сприсівка,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.962116,27.009906,3,0,settlement,settlement
Ставище,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.981828,26.903860,3,0,settlement,settlement
Тернова,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,49.012334,26.771933,3,0,settlement,settlement
Тинна,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,49.027276,26.728599,3,0,settlement,settlement
Томашівка,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,49.162763,26.817828,3,0,settlement,settlement
Удріївці,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,49.056249,26.812331,3,0,settlement,settlement
Харитонівка,село,Новодунаєвецька,Кам’янець-Подільський,Хмельницька,48.986948,26.799925,3,0,settlement,settlement
Антонівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,50.255020,26.402016,3,0,settlement,settlement
Балабанівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.778237,27.383174,3,0,settlement,settlement
Березівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.636266,27.218594,3,0,settlement,settlement
Борсуки,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.714582,27.171980,3,0,settlement,settlement
Браїлівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.871071,27.263716,3,0,settlement,settlement
Бучая,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.756848,27.082822,3,0,settlement,settlement
Вахнівці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.647690,27.108784,3,0,settlement,settlement
Виселок,село,Новоушицька,Кам’янець-Подільський,Хмельницька,49.141279,27.224648,3,0,settlement,settlement
Вільховець,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.698475,27.357617,3,0,settlement,settlement
Глибівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.694235,27.311048,3,0,settlement,settlement
Глибочок,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.858399,27.165485,3,0,settlement,settlement
Глібів,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.917449,27.155631,3,0,settlement,settlement
Губарів,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.685403,27.085931,3,0,settlement,settlement
Гута-Глібівська,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.945676,27.143198,3,0,settlement,settlement
Джуржівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.931313,27.099028,3,0,settlement,settlement
Жабинці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.873459,27.370220,3,0,settlement,settlement
Заборознівці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.916277,27.357330,3,0,settlement,settlement
Загоряни,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.742882,27.098750,3,0,settlement,settlement
Заміхів,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.856325,27.377694,3,0,settlement,settlement
Зелені Курилівці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.645536,27.162198,3,0,settlement,settlement
Іванівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,50.100452,26.755162,3,0,settlement,settlement
Іванківці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,49.187723,26.256292,3,0,settlement,settlement
Івашківці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.801653,27.220624,3,0,settlement,settlement
Капустяни,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.892767,27.168180,3,0,settlement,settlement
Каскада,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.819838,27.287027,3,0,settlement,settlement
Косиківці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.717518,27.105217,3,0,settlement,settlement
Кружківці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.826144,27.104059,3,0,settlement,settlement
Куражин,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.658005,27.282940,3,0,settlement,settlement
Куча,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.762068,27.273984,3,0,settlement,settlement
Любомирівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.741533,27.387540,3,0,settlement,settlement
Мала Стружка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.793867,27.364489,3,0,settlement,settlement
Мала Щурка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.678533,27.270597,3,0,settlement,settlement
Маціорськ,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.693266,27.396379,3,0,settlement,settlement
Миржіївка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.927335,27.138230,3,0,settlement,settlement
Нова Гута,село,Новоушицька,Кам’янець-Подільський,Хмельницька,49.279328,27.712128,3,0,settlement,settlement
Новий Глібів,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.899016,27.207733,3,0,settlement,settlement
Отроків,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.796271,27.117066,3,0,settlement,settlement
Песець,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.772882,27.193890,3,0,settlement,settlement
Пижівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.598749,27.153098,3,0,settlement,settlement
Пилипи-Хребтіївські,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.706485,27.215531,3,0,settlement,settlement
Пилипківці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.915910,27.326553,3,0,settlement,settlement
Рудківці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.640940,27.355569,3,0,settlement,settlement
Садове,село,Новоушицька,Кам’янець-Подільський,Хмельницька,49.231241,27.647971,3,0,settlement,settlement
Слобідка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,49.264168,27.087503,3,0,settlement,settlement
Слобода,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.917881,27.174469,3,0,settlement,settlement
Соколівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,49.147184,26.866005,3,0,settlement,settlement
Ставчани,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.736073,27.337252,3,0,settlement,settlement
Стара Гута,село,Новоушицька,Кам’янець-Подільський,Хмельницька,49.239541,27.751349,3,0,settlement,settlement
Струга,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.793950,27.312791,3,0,settlement,settlement
Тимків,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.790157,27.059511,3,0,settlement,settlement
Філянівка,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.832881,27.249379,3,0,settlement,settlement
Хворосна,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.811634,27.156924,3,0,settlement,settlement
Хребтіїв,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.662260,27.244789,3,0,settlement,settlement
Цівківці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.907247,27.249693,3,0,settlement,settlement
Шебутинці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.665664,27.201265,3,0,settlement,settlement
Шелестяни,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.711479,27.130146,3,0,settlement,settlement
Щербівці,село,Новоушицька,Кам’янець-Подільський,Хмельницька,48.828018,27.385420,3,0,settlement,settlement
Адамівка,село,Орининська,Кам’янець-Подільський,Хмельницька,49.112215,27.063958,3,0,settlement,settlement
Добровілля,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Залісся Перше,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Кадиївці,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Кізя,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Ніверка,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Нововолодимирівка,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Параївка,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Підпилип’я,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Подоляни,село,Орининська,Кам’янець-Подільський,Хмельницька,49.621973,27.739868,3,0,settlement,settlement
Привороття,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Ріпинці,село,Орининська,Кам’янець-Подільський,Хмельницька,48.970923,26.564692,3,0,settlement,settlement
Суржа,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Теклівка,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Чорнокозинці,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Шустівці,село,Орининська,Кам’янець-Подільський,Хмельницька,48.7600952,26.3885598,3,0,hromada,hromada
Баговиця,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Боришківці,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Велика Слобідка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Врублівці,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Зубрівка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Калиня,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Кам’янка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Княжпіль,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Кульчіївці,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Мала Слобідка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Мукша Китайгородська,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Оленівка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Панівці,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Станіславівка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,49.077421,27.105685,3,0,settlement,settlement
Суржинці,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,48.66222,26.645969,3,0,hromada,hromada
Тарасівка,село,Слобідсько-Кульчієвецька,Кам’янець-Подільський,Хмельницька,49.060535,26.962502,3,0,settlement,settlement
