settlement,oblast,raion,lat,lon,month,weapon_class,jet_count,mentions
Коростишів,Житомирська,Житомирський,50.3201518,29.0584885,2024-01,shahed,0,1
Кременчувате,Кіровоградська,Кропивницький,48.2497235,32.2043672,2024-01,drone,0,1
Кременчук,Полтавська,Кременчуцький,49.0629553,33.403516,2024-01,,0,1
Кропивницький,Кіровоградська,Кропивницький,48.5105805,32.2656283,2024-01,,0,1
Кропивницький,Кіровоградська,Кропивницький,48.5105805,32.2656283,2024-01,ballistic,0,1
Кропивницький,Кіровоградська,Кропивницький,48.5105805,32.2656283,2024-01,drone,0,2
Луцьк,Волинська,Луцький,50.7450733,25.320078,2024-01,cruise,0,1
Миколаїв,Чернігівська,Ніжинський,50.7415033,31.3860852,2024-01,drone,0,1
Миколаївка,Херсонська,Бериславський,47.4933112,33.528245,2024-01,drone,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-01,,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-01,guided_air,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-01,shahed,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-01,drone,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-01,shahed,0,2
Охтирка,Сумська,Охтирський,50.3115386,34.8868923,2024-01,,0,1
Павлоград,Дніпропетровська,Павлоградський,48.5316759,35.8703695,2024-01,,0,1
Павлоград,Дніпропетровська,Павлоградський,48.5316759,35.8703695,2024-01,drone,0,1
Перемишель,Хмельницька,Шепетівський,50.3421995,26.8585526,2024-01,,0,1
Полтавка,Сумська,Конотопський,51.132481,33.37846,2024-01,,0,1
Старокостянтинів,Хмельницька,Хмельницький,49.756163,27.2087889,2024-01,drone,0,1
Сумське,Харківська,Куп’янський,49.6949729,37.1753112,2024-01,,0,1
Харків,Харківська,Харківський,49.9923181,36.2310146,2024-01,,0,1
Харків,Харківська,Харківський,49.9923181,36.2310146,2024-01,ballistic,0,1
Харків,Харківська,Харківський,49.9923181,36.2310146,2024-01,shahed,0,1
Хмельницьке,Вінницька,Тульчинський,48.6730485,28.8569476,2024-01,cruise,0,1
Чернігів,Чернігівська,Чернігівський,51.494099,31.294332,2024-01,cruise,0,1
Южне,Чернігівська,Прилуцький,50.8840075,32.6447189,2024-01,drone,0,1
Бориспіль,Київська,Бориспільський,50.3512101,30.95077,2024-02,,0,1
Білгород-Дністровський,Одеська,Білгород-Дністровський,46.1909823,30.345784,2024-02,drone,0,2
Васильків,Київська,Обухівський,50.17387,30.32158,2024-02,drone,0,1
Ворожба,Сумська,Сумський,51.1722411,34.2245008,2024-02,kab,0,1
Десна,Чернігівська,Чернігівський,50.9247792,30.7729799,2024-02,drone,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2024-02,,0,2
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2024-02,drone,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2024-02,guided_air,0,3
Кам'янське,Дніпропетровська,Кам’янський,48.5167748,34.6068797,2024-02,drone,0,1
Київ,м. Київ,,50.4501,30.5234,2024-02,,0,2
Коблеве,Миколаївська,Миколаївський,46.6612599,31.2085145,2024-02,drone,0,1
Коробчине,Кіровоградська,Новоукраїнський,48.7969701,31.6523837,2024-02,drone,0,1
Кременчувате,Кіровоградська,Кропивницький,48.2497235,32.2043672,2024-02,drone,0,1
Кременчук,Полтавська,Кременчуцький,49.0629553,33.403516,2024-02,drone,0,1
Кривий Ріг,Дніпропетровська,Криворізький,47.9102734,33.3917703,2024-02,,0,3
Кривий Ріг,Дніпропетровська,Криворізький,47.9102734,33.3917703,2024-02,guided_air,0,1
Кропивницький,Кіровоградська,Кропивницький,48.5105805,32.2656283,2024-02,,0,1
Курсики,Рівненська,Дубенський,50.266911,25.465281,2024-02,kab,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-02,,0,3
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-02,drone,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-02,guided_air,0,1
Новомосковськ,Дніпропетровська,Новомосковський,48.6358512,35.2595541,2024-02,drone,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-02,ballistic,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-02,drone,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-02,shahed,0,1
Павлоград,Дніпропетровська,Павлоградський,48.5316759,35.8703695,2024-02,,0,1
Павлоград,Дніпропетровська,Павлоградський,48.5316759,35.8703695,2024-02,drone,0,1
Умань,Черкаська,Уманський,48.7497621,30.2203052,2024-02,drone,0,1
Харків,Харківська,Харківський,49.9923181,36.2310146,2024-02,,0,1
Харків,Харківська,Харківський,49.9923181,36.2310146,2024-02,drone,0,3
Харківка,Сумська,Шосткинський,51.767231,34.06345,2024-02,shahed,0,1
Чугуїв,Харківська,Чугуївський,49.8363648,36.6898157,2024-02,drone,0,1
Іване-Золоте,Тернопільська,Чортківський,48.6402658,25.735898,2024-03,,0,1
Біла,Вінницька,Вінницький,49.339939,28.7260729,2024-03,drone,0,1
Білгород-Дністровський,Одеська,Білгород-Дністровський,46.1909823,30.345784,2024-03,,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2024-03,,0,1
Запоріжжя,Запорізька,Запорізький,47.8507859,35.1182867,2024-03,drone,0,1
Кам'янське,Одеська,Болградський,45.9962017,29.431517,2024-03,drone,0,1
Київ,м. Київ,,50.4501,30.5234,2024-03,,0,4
Київ,м. Київ,,50.4501,30.5234,2024-03,kinzhal,0,2
Кременчувате,Кіровоградська,Кропивницький,48.2497235,32.2043672,2024-03,,0,1
Кременівка,Дніпропетровська,Новомосковський,49.118382,34.773186,2024-03,drone,0,1
Кривий Ріг,Дніпропетровська,Криворізький,47.9102734,33.3917703,2024-03,drone,0,2
Кривий Ріг,Дніпропетровська,Криворізький,47.9102734,33.3917703,2024-03,guided_air,0,2
Кропивницький,Кіровоградська,Кропивницький,48.5105805,32.2656283,2024-03,shahed,0,1
Львів,Миколаївська,Первомайський,48.0380198,30.9538321,2024-03,,0,1
Миколаївка,Вінницька,Тульчинський,48.2077558,28.8864581,2024-03,drone,0,1
Ніжин,Чернігівська,Ніжинський,51.0464747,31.8806289,2024-03,,0,1
Нікополь,Дніпропетровська,Нікопольський,47.5692061,34.3917272,2024-03,drone,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-03,drone,0,4
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-03,shahed,0,3
Охтирка,Сумська,Охтирський,50.3115386,34.8868923,2024-03,,0,1
Полтава,Полтавська,Полтавський,49.5897423,34.5507948,2024-03,,0,1
Харків,Харківська,Харківський,49.9923181,36.2310146,2024-03,drone,0,1
Чугуєве,Дніпропетровська,Синельниківський,48.13591,36.79047,2024-03,shahed,0,1
Шостка,Сумська,Шосткинський,51.8643223,33.4728213,2024-03,,0,1
Борисівка,Вінницька,Вінницький,49.1136358,29.2024356,2024-04,,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2024-04,,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2024-04,missile_alert,0,1
Дніпровське,Миколаївська,Миколаївський,46.6529086,31.6211184,2024-04,drone,0,1
Запоріжжя,Дніпропетровська,Кам’янський,48.4124318,33.7016613,2024-04,shahed,0,1
Запоріжжя,Запорізька,Запорізький,47.8507859,35.1182867,2024-04,drone,0,1
Канів,Черкаська,Черкаський,49.7551031,31.4610802,2024-04,drone,0,1
Київ,м. Київ,,50.4501,30.5234,2024-04,,0,1
Кременчук,Полтавська,Кременчуцький,49.0629553,33.403516,2024-04,cruise,0,1
Кременівка,Дніпропетровська,Новомосковський,49.118382,34.773186,2024-04,shahed,0,1
Кривий Ріг,Дніпропетровська,Криворізький,47.9102734,33.3917703,2024-04,drone,0,1
Кропивницький,Кіровоградська,Кропивницький,48.5105805,32.2656283,2024-04,,0,1
Львів,Миколаївська,Первомайський,48.0380198,30.9538321,2024-04,kinzhal,0,1
Миколаївка,Кіровоградська,Кропивницький,48.473549,32.192291,2024-04,drone,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-04,,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-04,cruise,0,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2024-04,drone,0,1
Нікополь,Дніпропетровська,Нікопольський,47.5692061,34.3917272,2024-04,drone,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-04,,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-04,drone,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2024-04,shahed,0,1
Павлоград,Дніпропетровська,Павлоградський,48.5316759,35.8703695,2024-04,drone,0,1
Павлоградське,Донецька,Донецький,48.0158753,37.8013407,2024-04,drone,0,1
